2.16.82.0,,2.16.83.255,,GTT Communications
208.48.251.22,,208.48.251.22,,Level 3 
208.49.33.109,,208.49.33.110,,Level 3 
208.50.25.137,,208.50.25.138,,Level 3 
208.50.59.29,,208.50.59.30,,Level 3 
208.51.198.101,,208.51.198.102,,Level 3 
208.83.0.0,,208.83.1.255,,Virtual Citadel 
208.161.242.0,,208.161.242.63,,British Telecommunications 
208.175.245.5,,208.175.245.6,,Vodafone
208.175.245.9,,208.175.245.10,,Vodafone
208.175.245.13,,208.175.245.14,,Vodafone
208.175.245.17,,208.175.245.18,,Vodafone
208.175.245.25,,208.175.245.25,,Vodafone
208.175.245.29,,208.175.245.29,,Vodafone
208.175.245.33,,208.175.245.33,,Vodafone
208.175.245.37,,208.175.245.37,,Vodafone
208.175.245.41,,208.175.245.41,,Vodafone
208.175.245.45,,208.175.245.45,,Vodafone
208.175.245.49,,208.175.245.50,,Vodafone
208.175.245.53,,208.175.245.54,,Vodafone
208.175.245.57,,208.175.245.58,,Vodafone
208.175.245.61,,208.175.245.62,,Vodafone
208.175.245.65,,208.175.245.66,,Vodafone
208.175.245.69,,208.175.245.70,,Vodafone
208.175.245.73,,208.175.245.74,,Vodafone
208.175.245.77,,208.175.245.78,,Vodafone
208.175.245.81,,208.175.245.81,,Vodafone
208.175.245.85,,208.175.245.85,,Vodafone
208.175.245.89,,208.175.245.89,,Vodafone
208.175.245.93,,208.175.245.94,,Vodafone
208.175.245.97,,208.175.245.98,,Vodafone
208.175.245.101,,208.175.245.102,,Vodafone
208.175.245.105,,208.175.245.106,,Vodafone
208.175.245.109,,208.175.245.109,,Vodafone
208.175.245.113,,208.175.245.113,,Vodafone
208.175.245.117,,208.175.245.117,,Vodafone
208.175.245.121,,208.175.245.121,,Vodafone
208.175.245.133,,208.175.245.133,,Vodafone
208.175.245.137,,208.175.245.137,,Vodafone
208.175.245.142,,208.175.245.142,,Vodafone
208.175.245.145,,208.175.245.146,,Vodafone
208.175.245.149,,208.175.245.150,,Vodafone
208.175.245.153,,208.175.245.154,,Vodafone
208.175.245.225,,208.175.245.226,,Vodafone
208.175.245.229,,208.175.245.230,,Vodafone
208.175.245.233,,208.175.245.234,,Vodafone
208.175.245.241,,208.175.245.242,,Vodafone
208.175.245.246,,208.175.245.246,,Vodafone
208.175.246.0,,208.175.246.255,,Vodafone
208.175.247.1,,208.175.247.2,,Vodafone
208.175.247.5,,208.175.247.6,,Vodafone
208.175.247.81,,208.175.247.82,,Vodafone
208.175.247.93,,208.175.247.93,,Vodafone
208.175.247.101,,208.175.247.101,,Vodafone
208.175.248.13,,208.175.248.14,,Vodafone
208.175.248.181,,208.175.248.182,,Vodafone
208.175.248.185,,208.175.248.185,,Vodafone
208.175.249.1,,208.175.249.2,,Vodafone
208.175.249.5,,208.175.249.6,,Vodafone
208.175.249.105,,208.175.249.106,,Vodafone
208.175.249.109,,208.175.249.110,,Vodafone
208.175.252.153,,208.175.252.153,,Vodafone
208.178.9.168,,208.178.9.171,,Level 3 
208.178.61.193,,208.178.61.194,,Level 3 
208.178.194.173,,208.178.194.174,,Level 3 
208.178.194.249,,208.178.194.250,,Level 3 
208.178.195.49,,208.178.195.50,,Level 3 
209.28.149.0,,209.28.150.255,,British Telecommunications 
209.28.232.0,,209.28.232.255,,British Telecommunications 
209.51.184.208,,209.51.184.208,,Hurricane Electric LLC
209.51.184.210,,209.51.184.223,,Hurricane Electric LLC
209.95.151.64,,209.95.151.79,,Telia Company 
209.170.72.0,,209.170.72.255,,Telia Company 
209.177.219.98,,209.177.219.98,,Windstream Communications
209.206.12.0,,209.206.12.255,,Cato Networks 
212.2.160.0,,212.2.164.95,,BT Communications 
212.2.164.104,,212.2.165.255,,BT Communications 
212.2.166.7,,212.2.172.95,,BT Communications 
212.2.172.127,,212.2.173.127,,BT Communications 
212.2.173.160,,212.2.191.255,,BT Communications 
212.3.74.40,,212.3.74.43,,WebDiscount GmbH & Co. KG
212.3.74.48,,212.3.74.55,,WebDiscount GmbH & Co. KG
212.3.233.65,,212.3.233.66,,Level 3 
212.3.233.89,,212.3.233.90,,Level 3 
212.3.233.97,,212.3.233.98,,Level 3 
212.17.32.0,,212.17.63.255,,Magnet Networks 
212.19.211.0,,212.19.211.255,,GTT Communications 
212.26.203.0,,212.26.203.255,,GTT Communications 
212.36.164.96,,212.36.164.111,,COLT Technology 
212.63.160.248,,212.63.160.251,,Yamanouchi Ireland 
212.63.162.184,,212.63.162.187,,Coca-Cola Bottlers Ireland
212.63.164.4,,212.63.164.7,,Midland Health Board
212.63.164.208,,212.63.164.211,,North Western Healthboard
212.63.167.36,,212.63.167.39,,Fas Training and Employment Authority
212.63.167.72,,212.63.167.75,,"Dept.of Agriculture, Food & Forestry"
212.63.174.157,,212.63.174.157,,Yamanouchi Ireland Ltd.
212.63.176.143,,212.63.176.143,,Aer Rianta
212.63.180.188,,212.63.180.191,,Aer Rianta
212.73.251.0,,212.73.251.255,,Level 3 
212.74.64.102,,212.74.64.102,,COLT Technology 
212.74.64.105,,212.74.64.105,,COLT Technology 
212.74.64.127,,212.74.64.127,,COLT Technology 
212.74.64.149,,212.74.64.149,,COLT Technology 
212.74.64.178,,212.74.64.178,,COLT Technology 
212.74.64.193,,212.74.64.194,,COLT Technology 
212.74.64.238,,212.74.64.238,,COLT Technology 
212.74.68.244,,212.74.68.247,,COLT Technology 
212.74.69.0,,212.74.69.0,,COLT Technology 
212.74.69.2,,212.74.69.3,,COLT Technology 
212.74.69.6,,212.74.69.11,,COLT Technology 
212.74.69.16,,212.74.69.16,,COLT Technology 
212.74.69.18,,212.74.69.19,,COLT Technology 
212.74.69.24,,212.74.69.29,,COLT Technology 
212.74.69.32,,212.74.69.33,,COLT Technology 
212.74.69.151,,212.74.69.151,,COLT Technology 
212.74.70.1,,212.74.70.1,,COLT Technology 
212.74.70.36,,212.74.70.39,,COLT Technology 
212.74.71.107,,212.74.71.107,,COLT Technology 
212.74.71.111,,212.74.71.111,,COLT Technology 
212.74.75.66,,212.74.75.66,,COLT Technology 
212.74.75.68,,212.74.75.68,,COLT Technology 
212.74.80.108,,212.74.80.108,,COLT Technology 
212.74.89.129,,212.74.89.129,,COLT Technology 
212.74.91.13,,212.74.91.13,,COLT Technology 
212.74.91.18,,212.74.91.18,,COLT Technology 
212.74.91.44,,212.74.91.44,,COLT Technology 
212.74.91.154,,212.74.91.155,,COLT Technology 
212.78.224.0,,212.78.255.255,,Sungard Availability Services 
212.82.96.1,,212.82.96.4,,Yahoo!
212.82.96.32,,212.82.96.254,,Yahoo!
212.82.97.1,,212.82.97.212,,Yahoo!
212.82.97.240,,212.82.97.251,,Yahoo!
212.82.98.1,,212.82.98.6,,Yahoo!
212.82.98.32,,212.82.98.36,,Yahoo!
212.82.98.40,,212.82.98.78,,Yahoo!
212.82.98.114,,212.82.98.135,,Yahoo!
212.82.98.144,,212.82.98.159,,Yahoo!
212.82.98.192,,212.82.98.254,,Yahoo!
212.82.99.54,,212.82.99.59,,Yahoo!
212.82.99.80,,212.82.99.80,,Yahoo!
212.82.99.115,,212.82.99.144,,Yahoo!
212.82.99.147,,212.82.99.147,,Yahoo!
212.82.99.149,,212.82.99.149,,Yahoo!
212.82.99.152,,212.82.99.153,,Yahoo!
212.82.99.160,,212.82.99.174,,Yahoo!
212.82.99.179,,212.82.99.180,,Yahoo!
212.82.99.192,,212.82.99.254,,Yahoo!
212.82.100.16,,212.82.100.31,,Yahoo!
212.82.100.129,,212.82.100.134,,Yahoo!
212.82.100.136,,212.82.100.137,,Yahoo!
212.82.100.150,,212.82.100.153,,Yahoo!
212.82.101.1,,212.82.101.6,,Yahoo!
212.82.101.24,,212.82.101.36,,Yahoo!
212.82.104.0,,212.82.111.255,,Yahoo!
212.84.40.0,,212.84.43.199,,SunGard Availability Services
212.84.43.208,,212.84.43.239,,SunGard Availability Services
212.84.44.0,,212.84.47.255,,SunGard Availability Services
212.108.94.0,,212.108.94.31,,The Internet Business 
212.120.128.0,,212.120.136.31,,MCI Communications 
212.120.136.64,,212.120.136.175,,MCI Communications 
212.120.136.192,,212.120.137.223,,MCI Communications 
212.120.138.0,,212.120.140.255,,MCI Communications 
212.120.141.32,,212.120.151.255,,MCI Communications 
212.120.152.32,,212.120.152.111,,MCI Communications 
212.120.152.192,,212.120.153.255,,MCI Communications 
212.120.154.128,,212.120.154.255,,MCI Communications 
212.120.155.16,,212.120.155.255,,MCI Communications 
212.120.157.128,,212.120.159.255,,MCI Communications 
212.123.234.32,,212.123.234.39,,COLT Technology 
212.124.69.0,,212.124.69.255,,GTT Communications 
212.124.202.96,,212.124.202.103,,Twentytwentymedia 
212.124.203.96,,212.124.203.127,,Twentytwentymedia 
212.126.32.0,,212.126.59.255,,Digiweb 
212.126.60.128,,212.126.60.159,,Digiweb 
212.126.60.176,,212.126.60.191,,Digiweb 
212.126.60.224,,212.126.60.239,,Digiweb 
212.126.60.248,,212.126.60.255,,Digiweb 
212.126.61.48,,212.126.61.63,,Digiweb 
212.126.61.128,,212.126.62.255,,Digiweb 
212.129.64.0,,212.129.95.255,,Meteor
212.133.0.0,,212.133.0.255,,Level 3 
212.133.24.72,,212.133.24.79,,Level 3 
212.133.43.16,,212.133.43.31,,Level 3 
212.133.43.64,,212.133.43.71,,Level 3 
212.133.46.48,,212.133.46.55,,Level 3 
212.133.56.152,,212.133.56.159,,Level 3 
212.133.60.240,,212.133.60.255,,Level 3 
212.147.128.0,,212.147.140.191,,ServeCentric 
212.147.140.208,,212.147.255.255,,ServeCentric 
212.161.37.152,,212.161.37.159,,COLT Technology 
212.161.41.160,,212.161.41.191,,COLT Technology 
212.161.95.216,,212.161.95.223,,COLT Technology 
212.187.140.0,,212.187.140.191,,Level 3 
212.187.140.193,,212.187.140.193,,Level 3 
212.187.141.0,,212.187.141.7,,Level 3 
212.187.141.16,,212.187.141.95,,Level 3 
212.187.172.0,,212.187.172.255,,Workday 
212.187.194.33,,212.187.194.46,,Level 3 
212.187.194.65,,212.187.194.65,,Level 3 
212.187.194.129,,212.187.194.129,,Level 3 
212.187.194.192,,212.187.194.255,,Level 3 
212.187.227.128,,212.187.227.255,,Level 3 
212.197.205.144,,212.197.205.159,,
212.197.208.144,,212.197.208.159,,
213.9.104.236,,213.9.104.239,,HKN GmbH
213.39.8.0,,213.39.8.255,,Interoute Communications 
213.62.228.32,,213.62.228.63,,AT&T
213.62.228.128,,213.62.228.191,,AT&T
213.79.32.0,,213.79.63.255,,Magnet Networks Limited
213.86.82.136,,213.86.82.143,,COLT Technology 
213.86.88.0,,213.86.88.255,,COLT Technology 
213.86.226.192,,213.86.226.255,,COLT Technology 
213.86.251.176,,213.86.251.183,,COLT Technology 
213.90.166.128,,213.90.166.143,,
213.94.128.0,,213.94.255.255,,Eircom
213.105.177.192,,213.105.177.255,,Virgin Media 
213.105.178.16,,213.105.178.23,,Virgin Media 
213.105.178.248,,213.105.178.255,,Virgin Media 
213.105.181.192,,213.105.181.223,,Virgin Media 
213.105.181.240,,213.105.181.255,,Virgin Media 
213.105.183.208,,213.105.183.215,,Virgin Media 
213.116.4.160,,213.116.4.255,,MCI Communications 
213.116.40.0,,213.116.47.255,,MCI Communications 
213.116.188.0,,213.116.188.255,,MCI Communications 
213.133.64.0,,213.133.71.255,,Enet Telecommunications Networks 
213.137.180.0,,213.137.181.255,,British Telecommunications 
213.146.164.192,,213.146.164.223,,Cogent Communications
213.146.164.240,,213.146.165.255,,Cogent Communications
213.146.183.160,,213.146.183.191,,Cogent Communications
213.155.133.1,,213.155.133.1,,Telia Company 
213.155.133.108,,213.155.133.109,,Telia Company 
213.155.133.154,,213.155.133.155,,Telia Company 
213.155.133.180,,213.155.133.181,,Telia Company 
213.155.134.91,,213.155.134.91,,Telia Company 
213.155.136.3,,213.155.136.3,,Telia Company 
213.155.136.5,,213.155.136.5,,Telia Company 
213.155.136.9,,213.155.136.9,,Telia Company 
213.155.136.121,,213.155.136.121,,Telia Company 
213.155.136.123,,213.155.136.123,,Telia Company 
213.155.158.176,,213.155.158.183,,Telia Company 
213.159.128.0,,213.159.131.255,,Magnet Networks 
213.168.224.0,,213.168.224.3,,Telecity Group 
213.168.224.40,,213.168.224.47,,Telecity Group 
213.168.224.64,,213.168.224.95,,Telecity Group 
213.168.224.128,,213.168.224.191,,Telecity Group 
213.168.224.216,,213.168.225.31,,Telecity Group 
213.168.225.64,,213.168.225.79,,Telecity Group 
213.168.225.96,,213.168.225.119,,Telecity Group 
213.168.225.160,,213.168.225.191,,Telecity Group 
213.168.225.240,,213.168.227.191,,Telecity Group 
213.168.228.96,,213.168.228.111,,Telecity Group 
213.168.228.128,,213.168.228.191,,Telecity Group 
213.168.229.16,,213.168.229.47,,Telecity Group 
213.168.229.248,,213.168.231.255,,Telecity Group 
213.168.232.16,,213.168.232.27,,Telecity Group 
213.168.232.160,,213.168.232.223,,Telecity Group 
213.168.233.0,,213.168.233.255,,Telecity Group 
213.168.235.96,,213.168.235.255,,Telecity Group 
213.168.237.0,,213.168.237.255,,Telecity Group 
213.168.240.0,,213.168.240.63,,Telecity Group 
213.168.241.0,,213.168.241.3,,Telecity Group 
213.168.242.0,,213.168.242.3,,Telecity Group 
213.168.247.0,,213.168.247.7,,Telecity Group 
213.168.255.0,,213.168.255.255,,Telecity Group 
213.187.231.0,,213.187.231.255,,Playtech Estonia 
213.190.128.0,,213.190.159.255,,Eircom
213.191.224.0,,213.191.255.255,,Eircom
213.199.129.147,,213.199.129.148,,Microsoft 
213.199.130.2,,213.199.130.3,,Microsoft 
213.199.131.35,,213.199.131.36,,Microsoft 
213.199.131.131,,213.199.131.132,,Microsoft 
213.199.131.134,,213.199.131.135,,Microsoft 
213.199.131.194,,213.199.131.195,,Microsoft 
213.199.133.2,,213.199.133.2,,Microsoft 
213.199.133.4,,213.199.133.4,,Microsoft 
213.199.133.7,,213.199.133.8,,Microsoft 
213.199.133.131,,213.199.133.132,,Microsoft 
213.199.133.134,,213.199.133.135,,Microsoft 
213.199.134.2,,213.199.134.2,,Microsoft 
213.199.134.5,,213.199.134.5,,Microsoft 
213.199.144.2,,213.199.144.2,,Microsoft 
213.199.144.4,,213.199.144.4,,Microsoft 
213.199.144.41,,213.199.144.42,,Microsoft 
213.199.144.45,,213.199.144.46,,Microsoft 
213.199.148.0,,213.199.150.255,,Microsoft 
213.199.152.145,,213.199.152.146,,Microsoft 
213.199.152.149,,213.199.152.150,,Microsoft 
213.199.152.153,,213.199.152.154,,Microsoft 
213.199.152.157,,213.199.152.158,,Microsoft 
213.199.152.193,,213.199.152.194,,Microsoft 
213.199.152.197,,213.199.152.198,,Microsoft 
213.199.152.201,,213.199.152.202,,Microsoft 
213.199.152.205,,213.199.152.206,,Microsoft 
213.199.153.0,,213.199.153.255,,Microsoft 
213.199.155.0,,213.199.155.1,,Microsoft 
213.199.155.3,,213.199.155.3,,Microsoft 
213.199.155.6,,213.199.155.255,,Microsoft 
213.199.157.0,,213.199.157.1,,Microsoft 
213.199.157.3,,213.199.157.4,,Microsoft 
213.199.157.6,,213.199.157.130,,Microsoft 
213.199.157.133,,213.199.157.255,,Microsoft 
213.199.159.0,,213.199.159.255,,Microsoft 
213.199.168.0,,213.199.169.255,,Microsoft 
213.200.94.144,,213.200.94.167,,GTT Communications 
213.200.109.112,,213.200.109.127,,GTT Communications 
213.202.128.0,,213.202.191.255,,BT Communications 
213.206.129.113,,213.206.129.113,,Sprint
213.206.129.121,,213.206.129.121,,Sprint
213.228.215.128,,213.228.215.135,,Level 3 
213.228.255.192,,213.228.255.255,,Level 3 
213.233.128.0,,213.233.159.255,,Vodafone Ireland Limited
213.242.66.209,,213.242.66.209,,Level 3 
213.242.104.160,,213.242.104.191,,Level 3 
213.242.105.0,,213.242.106.255,,Level 3 
213.248.81.229,,213.248.81.230,,Telia Company 
213.248.83.93,,213.248.83.94,,Telia Company 
213.248.84.165,,213.248.84.166,,Telia Company 
213.248.86.106,,213.248.86.107,,Telia Company 
213.248.89.1,,213.248.89.2,,Telia Company 
213.248.92.185,,213.248.92.186,,Telia Company 
213.248.92.209,,213.248.92.210,,Telia Company 
213.248.93.77,,213.248.93.77,,Telia Company 
213.248.96.29,,213.248.96.30,,Telia Company 
213.248.108.112,,213.248.108.127,,Telia Company 
213.254.192.0,,213.254.199.255,,GTT Communications 
213.254.202.0,,213.254.202.255,,GTT Communications 
213.254.203.32,,213.254.203.47,,GTT Communications 
213.254.203.96,,213.254.203.127,,GTT Communications 
213.254.204.192,,213.254.206.7,,GTT Communications 
213.254.206.16,,213.254.206.23,,GTT Communications 
213.254.206.40,,213.254.206.47,,GTT Communications 
213.254.206.136,,213.254.206.151,,GTT Communications 
213.254.206.192,,213.254.206.199,,GTT Communications 
213.254.210.224,,213.254.210.255,,GTT Communications 
213.254.213.8,,213.254.213.15,,GTT Communications 
213.254.213.80,,213.254.213.83,,GTT Communications 
213.254.213.192,,213.254.213.255,,GTT Communications 
213.254.220.0,,213.254.220.255,,GTT Communications 
213.254.222.0,,213.254.226.255,,GTT Communications 
213.254.228.0,,213.254.228.63,,GTT Communications 
213.254.229.0,,213.254.229.191,,GTT Communications 
213.254.238.32,,213.254.238.47,,GTT Communications 
213.254.238.128,,213.254.238.143,,GTT Communications 
213.254.238.164,,213.254.238.175,,GTT Communications 
213.254.238.208,,213.254.238.255,,GTT Communications 
213.254.239.120,,213.254.239.123,,GTT Communications 
213.254.239.144,,213.254.240.255,,GTT Communications 
213.254.241.224,,213.254.241.255,,GTT Communications 
213.254.243.0,,213.254.243.255,,GTT Communications 
213.254.255.32,,213.254.255.127,,GTT Communications 
216.66.65.160,,216.66.65.160,,Hurricane Electric 
216.66.65.163,,216.66.65.164,,Hurricane Electric 
216.66.65.167,,216.66.65.175,,Hurricane Electric 
216.66.89.112,,216.66.89.112,,Hurricane Electric 
216.66.89.114,,216.66.89.116,,Hurricane Electric 
216.66.89.119,,216.66.89.119,,Hurricane Electric 
216.66.90.9,,216.66.90.9,,Hurricane Electric 
216.74.151.64,,216.74.151.79,,Savvis
216.137.56.0,,216.137.57.255,,Amazon
216.218.252.215,,216.218.252.215,,Hurricane Electric 
217.8.103.0,,217.8.103.255,,GTT Communications 
217.12.2.0,,217.12.2.15,,Yahoo!
217.12.2.20,,217.12.2.23,,Yahoo!
217.12.2.28,,217.12.2.31,,Yahoo!
217.12.2.36,,217.12.2.39,,Yahoo!
217.12.2.44,,217.12.2.46,,Yahoo!
217.12.2.52,,217.12.2.53,,Yahoo!
217.12.2.64,,217.12.2.106,,Yahoo!
217.12.3.0,,217.12.3.23,,Yahoo!
217.12.3.32,,217.12.3.55,,Yahoo!
217.12.4.1,,217.12.4.1,,Yahoo!
217.12.4.8,,217.12.4.19,,Yahoo!
217.12.4.33,,217.12.4.33,,Yahoo!
217.12.4.40,,217.12.4.52,,Yahoo!
217.12.4.65,,217.12.4.65,,Yahoo!
217.12.4.72,,217.12.4.73,,Yahoo!
217.12.4.97,,217.12.4.97,,Yahoo!
217.12.4.102,,217.12.4.103,,Yahoo!
217.12.4.129,,217.12.4.129,,Yahoo!
217.12.4.133,,217.12.4.146,,Yahoo!
217.12.4.148,,217.12.4.149,,Yahoo!
217.12.4.151,,217.12.4.151,,Yahoo!
217.12.4.154,,217.12.4.155,,Yahoo!
217.12.4.158,,217.12.4.158,,Yahoo!
217.12.4.161,,217.12.4.161,,Yahoo!
217.12.4.165,,217.12.4.165,,Yahoo!
217.12.4.172,,217.12.4.190,,Yahoo!
217.12.6.1,,217.12.6.4,,Yahoo!
217.12.6.36,,217.12.6.41,,Yahoo!
217.12.6.47,,217.12.6.47,,Yahoo!
217.12.6.240,,217.12.6.245,,Yahoo!
217.12.6.249,,217.12.6.249,,Yahoo!
217.12.8.1,,217.12.8.6,,Yahoo!
217.12.8.35,,217.12.8.40,,Yahoo!
217.12.8.46,,217.12.8.51,,Yahoo!
217.12.8.56,,217.12.8.58,,Yahoo!
217.12.8.60,,217.12.8.60,,Yahoo!
217.12.8.63,,217.12.8.63,,Yahoo!
217.12.8.71,,217.12.8.95,,Yahoo!
217.12.8.97,,217.12.8.102,,Yahoo!
217.12.8.104,,217.12.8.110,,Yahoo!
217.12.8.112,,217.12.8.114,,Yahoo!
217.12.8.116,,217.12.8.149,,Yahoo!
217.12.8.151,,217.12.8.155,,Yahoo!
217.12.8.157,,217.12.9.47,,Yahoo!
217.12.9.50,,217.12.9.74,,Yahoo!
217.12.9.76,,217.12.9.254,,Yahoo!
217.12.10.24,,217.12.10.30,,Yahoo!
217.12.10.32,,217.12.10.47,,Yahoo!
217.12.10.66,,217.12.10.66,,Yahoo!
217.12.10.68,,217.12.10.68,,Yahoo!
217.12.10.71,,217.12.10.71,,Yahoo!
217.12.10.73,,217.12.10.73,,Yahoo!
217.12.10.88,,217.12.10.99,,Yahoo!
217.12.10.106,,217.12.10.107,,Yahoo!
217.12.10.128,,217.12.10.143,,Yahoo!
217.12.10.152,,217.12.10.207,,Yahoo!
217.12.10.217,,217.12.10.218,,Yahoo!
217.12.10.220,,217.12.10.238,,Yahoo!
217.12.11.1,,217.12.11.1,,Yahoo!
217.12.11.8,,217.12.11.89,,Yahoo!
217.12.11.129,,217.12.11.129,,Yahoo!
217.12.11.136,,217.12.11.214,,Yahoo!
217.12.12.1,,217.12.12.6,,Yahoo!
217.12.13.5,,217.12.13.6,,Yahoo!
217.12.13.8,,217.12.13.9,,Yahoo!
217.12.13.11,,217.12.13.11,,Yahoo!
217.12.13.129,,217.12.13.129,,Yahoo!
217.12.13.136,,217.12.13.142,,Yahoo!
217.12.13.144,,217.12.13.144,,Yahoo!
217.12.13.160,,217.12.13.163,,Yahoo!
217.12.13.166,,217.12.13.171,,Yahoo!
217.12.13.176,,217.12.13.190,,Yahoo!
217.12.13.193,,217.12.13.193,,Yahoo!
217.12.13.197,,217.12.13.197,,Yahoo!
217.12.13.216,,217.12.13.231,,Yahoo!
217.12.13.240,,217.12.13.254,,Yahoo!
217.12.14.1,,217.12.14.1,,Yahoo!
217.12.14.3,,217.12.14.4,,Yahoo!
217.12.14.19,,217.12.14.19,,Yahoo!
217.12.14.41,,217.12.14.50,,Yahoo!
217.12.14.65,,217.12.14.68,,Yahoo!
217.12.14.129,,217.12.14.129,,Yahoo!
217.12.14.133,,217.12.14.133,,Yahoo!
217.12.14.136,,217.12.14.143,,Yahoo!
217.12.14.148,,217.12.14.150,,Yahoo!
217.12.14.160,,217.12.14.161,,Yahoo!
217.12.14.164,,217.12.14.175,,Yahoo!
217.12.14.186,,217.12.14.186,,Yahoo!
217.12.14.188,,217.12.14.189,,Yahoo!
217.12.14.193,,217.12.14.197,,Yahoo!
217.12.14.213,,217.12.14.213,,Yahoo!
217.12.14.224,,217.12.14.236,,Yahoo!
217.12.14.248,,217.12.14.248,,Yahoo!
217.12.15.1,,217.12.15.2,,Yahoo!
217.12.15.11,,217.12.15.14,,Yahoo!
217.12.15.32,,217.12.15.33,,Yahoo!
217.12.15.37,,217.12.15.54,,Yahoo!
217.12.15.56,,217.12.15.63,,Yahoo!
217.12.15.65,,217.12.15.70,,Yahoo!
217.12.15.73,,217.12.15.76,,Yahoo!
217.12.15.78,,217.12.15.79,,Yahoo!
217.12.15.81,,217.12.15.85,,Yahoo!
217.12.15.87,,217.12.15.87,,Yahoo!
217.12.15.89,,217.12.15.89,,Yahoo!
217.12.15.92,,217.12.15.115,,Yahoo!
217.12.15.117,,217.12.15.117,,Yahoo!
217.12.15.119,,217.12.15.133,,Yahoo!
217.12.15.136,,217.12.15.152,,Yahoo!
217.12.15.154,,217.12.15.175,,Yahoo!
217.12.15.178,,217.12.15.185,,Yahoo!
217.12.15.187,,217.12.15.205,,Yahoo!
217.12.15.207,,217.12.15.220,,Yahoo!
217.12.15.222,,217.12.15.222,,Yahoo!
217.12.15.224,,217.12.15.224,,Yahoo!
217.12.15.226,,217.12.15.236,,Yahoo!
217.12.15.238,,217.12.15.246,,Yahoo!
217.12.15.248,,217.12.15.250,,Yahoo!
217.12.15.253,,217.12.15.254,,Yahoo!
217.70.224.0,,217.70.239.255,,Digiweb 
217.74.48.0,,217.74.63.255,,Cork Internet Exchange 
217.75.0.0,,217.75.15.255,,Fulnett 
217.77.240.5,,217.77.240.5,,Quartet Solutions 
217.77.240.204,,217.77.240.204,,St James Hospital
217.77.241.72,,217.77.241.72,,Bank of Ireland Group 
217.77.241.245,,217.77.241.245,,Eircell Vodafone
217.77.242.245,,217.77.242.245,,First Active 
217.77.242.251,,217.77.242.251,,KPMG Ireland
217.77.247.184,,217.77.247.187,,St James Hospital
217.77.247.216,,217.77.247.219,,Bank of Ireland 
217.78.0.0,,217.78.15.255,,Digiweb ltd
217.79.164.200,,217.79.164.207,,GTT Communications 
217.111.185.64,,217.111.185.127,,COLT Technology 
217.111.197.208,,217.111.197.223,,COLT Technology 
217.112.144.68,,217.112.144.76,,euNetworks 
217.112.144.78,,217.112.144.78,,euNetworks 
217.112.144.116,,217.112.144.116,,euNetworks 
217.112.144.118,,217.112.144.120,,euNetworks 
217.112.144.122,,217.112.144.126,,euNetworks 
217.112.144.130,,217.112.144.131,,euNetworks 
217.112.144.137,,217.112.144.139,,euNetworks 
217.112.144.245,,217.112.144.246,,euNetworks 
217.112.144.253,,217.112.144.254,,euNetworks 
217.112.145.121,,217.112.145.121,,euNetworks 
217.112.147.0,,217.112.147.255,,euNetworks 
217.112.149.0,,217.112.150.255,,euNetworks 
217.112.152.134,,217.112.152.134,,euNetworks 
217.112.152.138,,217.112.152.138,,euNetworks 
217.112.153.18,,217.112.153.23,,euNetworks 
217.112.153.69,,217.112.153.69,,euNetworks 
217.112.153.88,,217.112.153.88,,euNetworks 
217.112.153.154,,217.112.153.155,,euNetworks 
217.112.153.188,,217.112.153.188,,euNetworks 
217.112.153.191,,217.112.153.191,,euNetworks 
217.112.153.193,,217.112.153.193,,euNetworks 
217.112.153.197,,217.112.153.197,,euNetworks 
217.112.153.203,,217.112.153.204,,euNetworks 
217.112.153.208,,217.112.153.208,,euNetworks 
217.112.153.214,,217.112.153.214,,euNetworks 
217.112.153.233,,217.112.153.234,,euNetworks 
217.112.153.242,,217.112.153.242,,euNetworks 
217.112.153.250,,217.112.153.250,,euNetworks 
217.112.154.218,,217.112.154.219,,euNetworks 
217.112.158.0,,217.112.158.255,,Asavie Technologies 
217.114.169.224,,217.114.169.255,,Telecity Group 
217.114.172.64,,217.114.172.79,,Telecity Group 
217.114.175.200,,217.114.175.207,,Telecity Group 
217.115.112.0,,217.115.127.255,,Sternforth 
217.146.176.1,,217.146.176.4,,Yahoo!
217.146.176.70,,217.146.176.70,,Yahoo!
217.146.176.104,,217.146.176.106,,Yahoo!
217.146.176.109,,217.146.176.110,,Yahoo!
217.146.176.113,,217.146.176.115,,Yahoo!
217.146.176.129,,217.146.176.138,,Yahoo!
217.146.176.140,,217.146.176.142,,Yahoo!
217.146.176.193,,217.146.176.196,,Yahoo!
217.146.177.5,,217.146.177.6,,Yahoo!
217.146.177.40,,217.146.177.40,,Yahoo!
217.146.177.42,,217.146.177.55,,Yahoo!
217.146.177.65,,217.146.177.65,,Yahoo!
217.146.177.67,,217.146.177.83,,Yahoo!
217.146.177.90,,217.146.177.92,,Yahoo!
217.146.178.3,,217.146.178.6,,Yahoo!
217.146.178.40,,217.146.178.40,,Yahoo!
217.146.178.42,,217.146.178.64,,Yahoo!
217.146.178.68,,217.146.178.68,,Yahoo!
217.146.178.72,,217.146.178.74,,Yahoo!
217.146.178.80,,217.146.178.97,,Yahoo!
217.146.178.99,,217.146.178.101,,Yahoo!
217.146.178.103,,217.146.178.104,,Yahoo!
217.146.178.106,,217.146.178.109,,Yahoo!
217.146.178.111,,217.146.179.7,,Yahoo!
